DISTRITO,DESARROLLADORA,PROYECTO,N INMUEBLE,MODELO,AREA TECHADA,AREA LIBRE,AREA TOTAL,VISTA,DORMITORIOS,MONEDA,PRECIO,F ENTREGA,VIS,CUOTA,BANCO
SURQUILLO,AMMA,TORRE MARSANO 28,2401,X01,69.22,0,69.22,EXTERNA,3,SOLES,439000,2026-02-28,SI,3555,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,2001,X01,69.22,0,69.22,EXTERNA,3,SOLES,438000,2026-02-28,SI,3547,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,1906,X06,56.09,0,56.09,EXTERNA,2,SOLES,380000,2026-02-28,SI,3077,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,1201,X01,69.66,0,69.66,EXTERNA,3,SOLES,433000,2026-02-28,SI,3506,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,2406,X06,56.09,0,56.09,EXTERNA,2,SOLES,408000,2026-02-28,SI,3304,BCP
SURQUILLO,GRUPO MG,DANAUS,205,PENDIENTE,40.5,0,40.5,EXTERIOR,1,SOLES,325000,ago-28,null,2632,BCP
SURQUILLO,ALBAMAR,AURA,704,D,56.04,0.00,56.04,Esquina,2,SOLES,470200,abr-27,null,3807,FIDEICOMISO
SURQUILLO,V&V,GERMANIA,306,P3-X06,53.9,0,53.9,EXTERNA,2,SOLES,447000,2026-12-27,NO,3620,FIDEICOMISO
SURQUILLO,V&V,GERMANIA,612,P4-P18-X12,56.8,0,56.8,INTERNA,2,SOLES,393000,2026-12-27,NO,3182,FIDEICOMISO
SURQUILLO,GRUPO MG,DANAUS,1004,PENDIENTE,41.05,0,41.05,EXTERIOR,1,SOLES,297000,ago-28,null,2405,BCP
SURQUILLO,EDIFICA,ELEMENT,905,TIPO 5B,39.87,0,39.87,TOMÁS MARSANO,1,SOLES,353993,dic-26,SI,2866,SCOTIABANK
SURQUILLO,GRUPO MG,DANAUS,1408,PENDIENTE,43.7,0,43.7,EXTERIOR,1,SOLES,315000,ago-28,null,2551,BCP
SURQUILLO,GRUPO MG,DANAUS,2206,PENDIENTE,52.85,0,52.85,EXTERIOR,2,SOLES,357000,ago-28,null,2891,BCP
SURQUILLO,V&V,GERMANIA,1709,P4-P18-X09,57.3,0,57.3,INTERNA,2,SOLES,386000,2026-12-27,NO,3126,FIDEICOMISO
SURQUILLO,MARCAN,TIME ARAMBURÚ,213,OFICINA,36.07,0,36.07,L.IZQUIERDO,0,SOLES,null,null,null,4033,null
SURQUILLO,V&V,GERMANIA,2004,P19-P20-X04,70.6,0,70.6,EXTERNA,3,SOLES,576000,2026-12-27,NO,4664,FIDEICOMISO
SURQUILLO,GRUPO MG,DANAUS,1502,PENDIENTE,43.55,0,43.55,EXTERIOR,1,SOLES,305000,ago-28,null,2470,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,608,X08,37.23,0,37.23,INTERNA,1,SOLES,302000,2026-02-28,SI,2445,BCP
SURQUILLO,GRUPO MG,DANAUS,1401,PENDIENTE,48,3.7,51.7,INTERIOR,2,SOLES,365000,ago-28,null,2956,BCP
SURQUILLO,VITAIN,NITOA 6,61103,TIPO-12,39.93,0,39.93,PENDIENTE,1,SOLES,338231,mar-28,null,2739,BBVA
SURQUILLO,EDIFICA,ELEMENT,2109,TIPO 16A,57.43,0,57.43,RICARDO ANGULO,1,SOLES,503622,dic-26,SI,4078,SCOTIABANK
SURQUILLO,AMMA,TORRE MARSANO 28,2407,X07,69.86,0,69.86,EXTERNA,3,SOLES,475000,2026-02-28,SI,3846,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,2112,X12,27.92,0,27.92,INTERNA,0,SOLES,222000,2026-02-28,SI,1798,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,906,X06,78.84,0,78.84,EXTERNA,3,SOLES,626000,2026-12-27,SI,5069,BCP
SURQUILLO,FRONTERA,MARSANO 2669,1701,AX01 (VIS),55.59,0,55.59,EXTERNA,2,SOLES,408000,dic-28,null,3304,BBVA
SURQUILLO,GRUPO MG,DANAUS,2006,PENDIENTE,52.85,0,52.85,EXTERIOR,2,SOLES,357000,ago-28,null,2891,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,2214,X14,38.4,0,38.4,INTERNA,1,SOLES,323000,2026-12-27,SI,2616,BCP
SURQUILLO,V&V,GERMANIA,2402,P24-X02,40.8,0,40.8,EXTERNA,1,SOLES,364000,2026-12-27,NO,2948,FIDEICOMISO
SURQUILLO,GRUPO MG,DANAUS,803,PENDIENTE,53,0,53,EXTERIOR,2,SOLES,390000,ago-28,null,3158,BCP
SURQUILLO,ALBAMAR,AURA,306,F,55.22,0.00,55.22,Calle,2,SOLES,469400,abr-27,null,3801,FIDEICOMISO
SURQUILLO,V&V,GERMANIA,713,P7_P11_P15-X13,40,0,40,INTERNA,1,SOLES,317000,2026-12-27,NO,2567,FIDEICOMISO
SURQUILLO,GRUPO MG,DANAUS,1501,PENDIENTE,48,0,48,INTERIOR,2,SOLES,330000,ago-28,null,2672,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,1911,X11,51.1,0,51.1,INTERNA,2,SOLES,354000,2026-02-28,SI,2867,BCP
SURQUILLO,GRUPO MG,DANAUS,3609,PENDIENTE,43.9,0,43.9,EXTERIOR,1,SOLES,273000,ago-28,null,2211,BCP
SURQUILLO,ALBAMAR,AURA,604,D,56.04,0.00,56.04,Esquina,2,SOLES,471400,abr-27,null,3817,FIDEICOMISO
SURQUILLO,V&V,GERMANIA,1001,P6-P10-P14-X01,55.3,0,55.3,EXTERNA,2,SOLES,463000,2026-12-27,NO,3749,FIDEICOMISO
SURQUILLO,FRONTERA,MARSANO 2669,1904,1904,67.14,11.95,79.09,EXTERNA,3,SOLES,525000,dic-28,null,4251,BBVA
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,703,X03,59.78,0,59.78,EXTERNA,2,SOLES,509000,2026-12-27,SI,4122,BCP
SURQUILLO,FRONTERA,MARSANO 2669,2001,BX01,65.95,0,65.95,EXTERNA,2,SOLES,439000,dic-28,null,3555,BBVA
SURQUILLO,VITAIN,NITOA 6,61202,TIPO-19,55.31,0,55.31,PENDIENTE,2,SOLES,468508,mar-28,null,3794,BBVA
SURQUILLO,AMMA,TORRE MARSANO 28,611,X11,51.06,0,51.06,INTERNA,2,SOLES,376000,2026-02-28,SI,3045,BCP
SURQUILLO,GRUPO MG,DANAUS,3005,PENDIENTE,40.5,0,40.5,EXTERIOR,1,SOLES,265000,ago-28,null,2146,BCP
SURQUILLO,GRUPO LAR,DISTRITO 34,407,B-407,63.61,4.46,68.07,PENDIENTE,PENDIENTE,SOLES,null,INMEDIATA,NO,4466,BCP
SURQUILLO,VITAIN,NITOA 6,6202,TIPO-11,43.1,0,43.1,PENDIENTE,1,SOLES,365082,mar-28,null,2956,BBVA
SURQUILLO,VITAIN,NITOA 6,6201,TIPO-10,42.57,0,42.57,PENDIENTE,1,SOLES,360593,mar-28,null,2920,BBVA
SURQUILLO,VITAIN,NITOA 6,61301,TIPO-10,42.57,0,42.57,PENDIENTE,1,SOLES,360593,mar-28,null,2920,BBVA
SURQUILLO,EDIFICA,ELEMENT,1704,TIPO 4A (VIS),39.87,0,39.87,TOMÁS MARSANO,1,SOLES,364249,dic-26,SI,2950,SCOTIABANK
SURQUILLO,AMMA,TORRE MARSANO 28,1810,X10,48.97,0,48.97,INTERNA,2,SOLES,359000,2026-02-28,SI,2907,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,1607,X07,28.97,0,28.97,INTERNA,1,SOLES,260000,2026-12-27,SI,2105,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,909,X09,26.16,0,26.16,INTERNA,1,SOLES,238000,2026-12-27,SI,1927,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,1907,X07,69.86,0,69.86,EXTERNA,3,SOLES,443000,2026-02-28,SI,3587,BCP
SURQUILLO,VITAIN,NITOA 6,6704,TIPO-21,73.18,0,73.18,PENDIENTE,3,SOLES,619878,mar-28,null,5019,BBVA
SURQUILLO,EDIFICA,ELEMENT,1206,TIPO 6A,39.87,0,39.87,TOMÁS MARSANO,1,SOLES,357839,dic-26,SI,2898,SCOTIABANK
SURQUILLO,FRONTERA,MARSANO 2669,1603,AX03 (VIS),55.95,0,55.95,EXTERNA,2,SOLES,410000,dic-28,null,3320,BBVA
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,610,X10,37.58,0,37.58,INTERNA,1,SOLES,317000,2026-12-27,SI,2567,BCP
SURQUILLO,GRUPO MG,DANAUS,604,PENDIENTE,41.05,0,41.05,EXTERIOR,1,SOLES,305000,ago-28,null,2470,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,607,X07,28.97,0,28.97,INTERNA,1,SOLES,264000,2026-12-27,SI,2138,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,715,X15,57.5,0,57.5,INTERNA,2,SOLES,477000,2026-12-27,SI,3863,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,1412,X12,58.32,0,58.32,INTERNA,2,SOLES,490000,2026-12-27,SI,3968,BCP
SURQUILLO,GRUPO MG,DANAUS,1410,PENDIENTE,54.1,9.75,63.85,INTERIOR,2,SOLES,441000,ago-28,null,3571,BCP
SURQUILLO,V&V,GERMANIA,1113,P7_P11_P15-X13,40,0,40,INTERNA,1,SOLES,321000,2026-12-27,NO,2599,FIDEICOMISO
SURQUILLO,VITAIN,NITOA 6,6301,TIPO-10,42.57,0,42.57,PENDIENTE,1,SOLES,360593,mar-28,null,2920,BBVA
SURQUILLO,VITAIN,NITOA 6,6505,TIPO-14,52.8,0,52.8,PENDIENTE,2,SOLES,447247,mar-28,null,3622,BBVA
SURQUILLO,VITAIN,NITOA 6,6208,TIPO-17,75.26,0,75.26,PENDIENTE,3,SOLES,637496,mar-28,null,5162,BBVA
SURQUILLO,VITAIN,NITOA 6,6102,TIPO-02,43.1,9.29,52.39,PENDIENTE,1,SOLES,404428,mar-28,null,3275,BBVA
SURQUILLO,MARCAN,TIME ARAMBURÚ,406,OFICINA,76.9,0,76.9,ESQUINA.DER.,0,SOLES,null,null,null,7207,null
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,1913,X13,55.26,0,55.26,INTERNA,2,SOLES,460000,2026-12-27,SI,3725,BCP
SURQUILLO,V&V,GERMANIA,2704,P26-P27-X04,70.6,0,70.6,EXTERNA,3,SOLES,583000,2026-12-27,NO,4721,FIDEICOMISO
SURQUILLO,V&V,GERMANIA,2001,P20-X01,55.3,0,55.3,EXTERNA,2,SOLES,484000,2026-12-27,NO,3919,FIDEICOMISO
SURQUILLO,GRUPO MG,DANAUS,501,PENDIENTE,51.7,0,51.7,INTERIOR,2,SOLES,386000,ago-28,null,3126,BCP
SURQUILLO,GRUPO MG,DANAUS,306,PENDIENTE,52.85,0,52.85,EXTERIOR,2,SOLES,410000,ago-28,null,3320,BCP
SURQUILLO,V&V,GERMANIA,1012,P4-P18-X12,56.8,0,56.8,INTERNA,2,SOLES,396000,2026-12-27,NO,3207,FIDEICOMISO
SURQUILLO,VITAIN,NITOA 6,61104,TIPO-13,59.17,0,59.17,PENDIENTE,2,SOLES,501205,mar-28,null,4059,BBVA
SURQUILLO,AMMA,TORRE MARSANO 28,1212,X12,27.92,0,27.92,INTERNA,0,SOLES,223000,2026-02-28,SI,1806,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,803,X03,60.97,0,60.97,EXTERNA,2,SOLES,519000,2026-12-27,SI,4203,BCP
SURQUILLO,V&V,GERMANIA,2304,P22-P23-X04,70.6,0,70.6,EXTERNA,3,SOLES,579000,2026-12-27,NO,4688,FIDEICOMISO
SURQUILLO,GRUPO MG,DANAUS,802,PENDIENTE,43.55,0,43.55,EXTERIOR,1,SOLES,323000,ago-28,null,2616,BCP
SURQUILLO,GRUPO MG,DANAUS,1904,PENDIENTE,41.05,0,41.05,EXTERIOR,1,SOLES,289000,ago-28,null,2340,BCP
SURQUILLO,V&V,GERMANIA,1602,P8-P12-P16-X02,40.8,0,40.8,EXTERNA,1,SOLES,357000,2026-12-27,NO,2891,FIDEICOMISO
SURQUILLO,ALBAMAR,AURA,501,A,35.56,0.00,35.56,Vista Interna,1,SOLES,329200,abr-27,null,2666,FIDEICOMISO
SURQUILLO,GRUPO MG,DANAUS,903,PENDIENTE,53,0,53,EXTERIOR,2,SOLES,390000,ago-28,null,3158,BCP
SURQUILLO,GRUPO MG,DANAUS,2808,PENDIENTE,43.7,0,43.7,EXTERIOR,1,SOLES,284000,ago-28,null,2300,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,1909,X09,26.16,0,26.16,INTERNA,1,SOLES,234000,2026-12-27,SI,1895,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,809,X09,26.9,0,26.9,INTERNA,0,SOLES,217000,2026-02-28,SI,1757,BCP
SURQUILLO,GRUPO MG,DANAUS,307,PENDIENTE,43.9,0,43.9,EXTERIOR,1,SOLES,343000,ago-28,null,2777,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,2013,X13,40.05,0,40.05,INTERNA,1,SOLES,320000,2026-02-28,SI,2591,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,2315,X15,57.5,0,57.5,INTERNA,2,SOLES,464000,2026-12-27,SI,3757,BCP
SURQUILLO,GRUPO MG,DANAUS,1507,PENDIENTE,43.9,0,43.9,EXTERIOR,1,SOLES,308000,ago-28,null,2494,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,1310,X10,37.58,0,37.58,INTERNA,1,SOLES,313000,2026-12-27,SI,2535,BCP
SURQUILLO,GRUPO MG,DANAUS,1508,PENDIENTE,43.7,0,43.7,EXTERIOR,1,SOLES,306000,ago-28,null,2478,BCP
SURQUILLO,GRUPO MG,DANAUS,2205,PENDIENTE,40.5,0,40.5,EXTERIOR,1,SOLES,277000,ago-28,null,2243,BCP
SURQUILLO,VITAIN,NITOA 6,6401,TIPO-10,42.57,0,42.57,PENDIENTE,1,SOLES,360593,mar-28,null,2920,BBVA
SURQUILLO,MARCAN,TIME ARAMBURÚ,901,OFICINA,25,0,25,INTER.DER.,0,SOLES,null,null,null,3053,null
SURQUILLO,GRUPO MG,DANAUS,610,PENDIENTE,40.35,0,40.35,INTERIOR,1,SOLES,296000,ago-28,null,2397,BCP
SURQUILLO,VITAIN,NITOA 6,6901,TIPO-10,42.57,0,42.57,PENDIENTE,1,SOLES,360593,mar-28,null,2920,BBVA
SURQUILLO,GRUPO MG,DANAUS,1708,PENDIENTE,43.7,0,43.7,EXTERIOR,1,SOLES,306000,ago-28,null,2478,BCP
SURQUILLO,V&V,GERMANIA,702,P7-P11-P15-X02,40.8,0,40.8,EXTERNA,1,SOLES,342000,2026-12-27,NO,2769,FIDEICOMISO
SURQUILLO,V&V,GERMANIA,310,P3-X10,41.5,8.7,50.2,INTERNA,1,SOLES,319000,2026-12-27,NO,2583,FIDEICOMISO
SURQUILLO,VITAIN,NITOA 6,61208,TIPO-17,75.26,0,75.26,PENDIENTE,3,SOLES,637496,mar-28,null,5162,BBVA
SURQUILLO,FRONTERA,MARSANO 2669,201,201,69.55,0,69.55,EXTERNA,3,SOLES,530000,dic-28,null,4292,BBVA
SURQUILLO,VITAIN,NITOA 6,6104,TIPO-04,59.53,13.26,72.79,PENDIENTE,2,SOLES,560414,mar-28,null,4538,BBVA
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,1413,X13,55.45,0,55.45,INTERNA,2,SOLES,464000,2026-12-27,SI,3757,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,910,X10,37.58,0,37.58,INTERNA,1,SOLES,315000,2026-12-27,SI,2551,BCP
SURQUILLO,GRUPO MG,DANAUS,804,PENDIENTE,41.05,0,41.05,EXTERIOR,1,SOLES,305000,ago-28,null,2470,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,901,X01,57.75,0,57.75,EXTERNA,2,SOLES,479000,2026-12-27,SI,3879,BCP
SURQUILLO,EDIFICA,ELEMENT,2108,TIPO 17A,57.22,0,57.22,TOMÁS MARSANO/RICARDO ANGULO,1,SOLES,497030,dic-26,SI,4025,SCOTIABANK
SURQUILLO,GRUPO MG,DANAUS,1010,PENDIENTE,40.35,0,40.35,INTERIOR,1,SOLES,288000,ago-28,null,2332,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,701,X01,70.1,0,70.1,EXTERNA,3,SOLES,442000,2026-02-28,SI,3579,BCP
SURQUILLO,EDIFICA,ELEMENT,2102,TIPO 2A (VIS),28.91,0,28.91,TOMÁS MARSANO,1,SOLES,296751,dic-26,SI,2403,SCOTIABANK
SURQUILLO,EDIFICA,ELEMENT,2105,TIPO 5B (VIS),39.87,0,39.87,TOMÁS MARSANO,1,SOLES,375457,dic-26,SI,3040,SCOTIABANK
SURQUILLO,FRONTERA,MARSANO 2669,1801,AX01 (VIS),55.59,0,55.59,EXTERNA,2,SOLES,408000,dic-28,null,3304,BBVA
SURQUILLO,FRONTERA,MARSANO 2669,2401,2401,68.09,11.47,79.56,EXTERNA,3,SOLES,530000,dic-28,null,4292,BBVA
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,303,X03,60.85,0,60.85,EXTERNA,2,SOLES,518000,2026-12-27,SI,4195,BCP
SURQUILLO,FRONTERA,MARSANO 2669,1205,AX05-P (VIS),40.52,0,40.52,INTERNA,1,SOLES,286000,dic-28,null,2316,BBVA
SURQUILLO,FRONTERA,MARSANO 2669,2104,BX04,66.71,0,66.71,EXTERNA,2,SOLES,444000,dic-28,null,3595,BBVA
SURQUILLO,FRONTERA,MARSANO 2669,304,AX04-I (VIS),42.19,4.22,46.41,INTERNA,1,SOLES,312000,dic-28,null,2526,BBVA
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,105,X105,34.12,07.05,41.17,INTERNA,1,SOLES,333000,2026-12-27,SI,2696,BCP
SURQUILLO,GRUPO MG,DANAUS,1610,PENDIENTE,54.1,0,54.1,INTERIOR,2,SOLES,371000,ago-28,null,3004,BCP
SURQUILLO,V&V,GERMANIA,312,P3-X12,56.8,15,71.8,INTERNA,2,SOLES,438000,2026-12-27,NO,3547,FIDEICOMISO
SURQUILLO,VITAIN,NITOA 6,61108,TIPO-17,75.26,0,75.26,PENDIENTE,3,SOLES,637496,mar-28,null,5162,BBVA
SURQUILLO,GRUPO LAR,DISTRITO 34,201,B-201,49.91,1.83,51.74,PENDIENTE,PENDIENTE,SOLES,null,INMEDIATA,NO,3680,BCP
SURQUILLO,FRONTERA,MARSANO 2669,401,AX01,56.24,0,56.24,EXTERNA,2,SOLES,434000,dic-28,null,3514,BBVA
SURQUILLO,FRONTERA,MARSANO 2669,505,AX05-I (VIS),41.79,4.22,46.01,INTERNA,1,SOLES,339000,dic-28,null,2745,BBVA
SURQUILLO,VITAIN,NITOA 6,6403,TIPO-20,74.33,0,74.33,PENDIENTE,3,SOLES,629619,mar-28,null,5098,BBVA
SURQUILLO,AMMA,TORRE MARSANO 28,1403,X03,63.02,0,63.02,EXTERNA,3,SOLES,424000,2026-02-28,SI,3433,BCP
SURQUILLO,EDIFICA,ELEMENT,701,TIPO 1A,30.72,0,30.72,TOMÁS MARSANO,1,SOLES,289020,dic-26,SI,2340,SCOTIABANK
SURQUILLO,VITAIN,NITOA 6,61001,TIPO-18,55.47,0,55.47,PENDIENTE,2,SOLES,469864,mar-28,null,3805,BBVA
SURQUILLO,V&V,GERMANIA,1914,P19-X14,40.8,0,40.8,INTERNA,1,SOLES,312000,2026-12-27,NO,2526,FIDEICOMISO
SURQUILLO,GRUPO MG,DANAUS,1804,PENDIENTE,41.05,0,41.05,EXTERIOR,1,SOLES,289000,ago-28,null,2340,BCP
SURQUILLO,VITAIN,NITOA 6,6702,TIPO-11,43.1,0,43.1,PENDIENTE,1,SOLES,365082,mar-28,null,2956,BBVA
SURQUILLO,VITAIN,NITOA 6,61302,TIPO-19,55.31,0,55.31,PENDIENTE,2,SOLES,468508,mar-28,null,3794,BBVA
SURQUILLO,GRUPO MG,DANAUS,1208,PENDIENTE,43.7,0,43.7,EXTERIOR,1,SOLES,315000,ago-28,null,2551,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,1909,X09,27.32,0,27.32,INTERNA,0,SOLES,210000,2026-02-28,SI,1700,BCP
SURQUILLO,GRUPO MG,DANAUS,1303,PENDIENTE,53,0,53,EXTERIOR,2,SOLES,379000,ago-28,null,3069,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,1408,X08,37.03,0,37.03,INTERNA,1,SOLES,299000,2026-02-28,SI,2421,BCP
SURQUILLO,EDIFICA,ELEMENT,1310,TIPO 10B,40.13,0,40.13,RICARDO ANGULO,1,SOLES,346755,dic-26,SI,2808,SCOTIABANK
SURQUILLO,GRUPO MG,DANAUS,2907,PENDIENTE,43.9,0,43.9,EXTERIOR,1,SOLES,286000,ago-28,null,2316,BCP
SURQUILLO,V&V,GERMANIA,2310,P22-P23-X11,55.9,0,55.9,INTERNA,2,SOLES,386000,2026-12-27,NO,3126,FIDEICOMISO
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,2301,X01,57.77,0,57.77,EXTERNA,2,SOLES,469000,2026-12-27,SI,3798,BCP
SURQUILLO,GRUPO MG,DANAUS,305,PENDIENTE,40.5,0,40.5,EXTERIOR,1,SOLES,317000,ago-28,null,2567,BCP
SURQUILLO,V&V,GERMANIA,1705,P4-P18-X05,68.3,0,68.3,EXTERNA,3,SOLES,568000,2026-12-27,NO,4599,FIDEICOMISO
SURQUILLO,GRUPO LAR,DISTRITO 34,508,B-508,63.61,4.46,68.07,PENDIENTE,PENDIENTE,SOLES,null,INMEDIATA,NO,4464,BCP
SURQUILLO,V&V,GERMANIA,2501,P25-X01,54.8,0,54.8,EXTERNA,2,SOLES,499000,2026-12-27,NO,4041,FIDEICOMISO
SURQUILLO,ALBAMAR,AURA,903,C,54.66,0.00,54.66,Av. Tomas Marsano,2,SOLES,463000,abr-27,null,3749,FIDEICOMISO
SURQUILLO,GRUPO MG,DANAUS,2505,PENDIENTE,40.5,0,40.5,EXTERIOR,1,SOLES,273000,ago-28,null,2211,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,610,X10,48.75,0,48.75,INTERNA,2,SOLES,359000,2026-02-28,SI,2907,BCP
SURQUILLO,V&V,GERMANIA,1312,P4-P18-X12,56.8,0,56.8,INTERNA,2,SOLES,400000,2026-12-27,NO,3239,FIDEICOMISO
SURQUILLO,AMMA,TORRE MARSANO 28,1607,X07,70.24,0,70.24,EXTERNA,3,SOLES,473000,2026-02-28,SI,3830,BCP
SURQUILLO,GRUPO MG,DANAUS,2105,PENDIENTE,40.5,0,40.5,EXTERIOR,1,SOLES,277000,ago-28,null,2243,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,1410,X10,48.97,0,48.97,INTERNA,2,SOLES,358000,2026-02-28,SI,2899,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,2203,X03,63.02,0,63.02,EXTERNA,3,SOLES,428000,2026-02-28,SI,3466,BCP
SURQUILLO,V&V,GERMANIA,301,P3-X01,55.3,0,55.3,EXTERNA,2,SOLES,449000,2026-12-27,NO,3636,FIDEICOMISO
SURQUILLO,AMMA,TORRE MARSANO 28,1102,X02,51.66,0,51.66,EXTERNA,2,SOLES,388000,2026-02-28,SI,3142,BCP
SURQUILLO,V&V,GERMANIA,1204,P4-P18-X04,70.6,0,70.6,EXTERNA,3,SOLES,573000,2026-12-27,NO,4640,FIDEICOMISO
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,2109,X09,26.16,0,26.16,INTERNA,1,SOLES,233000,2026-12-27,SI,1887,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,1103,X03,63.02,0,63.02,EXTERNA,3,SOLES,422000,2026-02-28,SI,3417,BCP
SURQUILLO,GRUPO MG,DANAUS,2702,PENDIENTE,43.55,0,43.55,EXTERIOR,1,SOLES,288000,ago-28,null,2332,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,1213,X13,55.45,0,55.45,INTERNA,2,SOLES,466000,2026-12-27,SI,3773,BCP
SURQUILLO,V&V,GERMANIA,2302,P23-X02,40.8,0,40.8,EXTERNA,1,SOLES,364000,2026-12-27,NO,2948,FIDEICOMISO
SURQUILLO,V&V,GERMANIA,2404,P24-X04,70.6,0,70.6,EXTERNA,3,SOLES,579000,2026-12-27,NO,4688,FIDEICOMISO
SURQUILLO,V&V,GERMANIA,806,P4-P18-X06,53.9,0,53.9,EXTERNA,2,SOLES,450000,2026-12-27,NO,3644,FIDEICOMISO
SURQUILLO,MARCAN,TIME ARAMBURÚ,902,OFICINA,53.55,0,53.55,L.DERECHA,0,SOLES,null,null,null,4923,null
SURQUILLO,AMMA,TORRE MARSANO 28,808,X08,37.23,0,37.23,INTERNA,1,SOLES,300000,2026-02-28,SI,2429,BCP
SURQUILLO,VITAIN,NITOA 6,6805,TIPO-14,52.8,0,52.8,PENDIENTE,2,SOLES,447247,mar-28,null,3622,BBVA
SURQUILLO,ALBAMAR,AURA,703,C,54.66,0.00,54.66,Av. Tomas Marsano,2,SOLES,465500,abr-27,null,3769,FIDEICOMISO
SURQUILLO,V&V,GERMANIA,813,P8_P12_P16-X13,40,0,40,INTERNA,1,SOLES,317000,2026-12-27,NO,2567,FIDEICOMISO
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,812,X12,58.75,0,58.75,INTERNA,2,SOLES,495000,2026-12-27,SI,4008,BCP
SURQUILLO,GRUPO MG,DANAUS,904,PENDIENTE,41.05,0,41.05,EXTERIOR,1,SOLES,305000,ago-28,null,2470,BCP
SURQUILLO,AMMA,TORRE MARSANO 28,1606,X06,56.09,0,56.09,EXTERNA,2,SOLES,403000,2026-02-28,SI,3263,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,516,X16,36.27,0,36.27,INTERNA,1,SOLES,302000,2026-12-27,SI,2445,BCP
SURQUILLO,FRONTERA,MARSANO 2669,1002,BX02,53.9,0,53.9,EXTERNA,2,SOLES,411000,dic-28,null,3328,BBVA
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,1312,X12,58.32,0,58.32,INTERNA,2,SOLES,490000,2026-12-27,SI,3968,BCP
SURQUILLO,GRATTO INMOBILIARIA,ARAMBURÚ 934,1004,X04,59.95,0,59.95,EXTERNA,2,SOLES,508000,2026-12-27,SI,4114,BCP
SURQUILLO,VITAIN,NITOA 6,6302,TIPO-19,55.31,0,55.31,PENDIENTE,2,SOLES,468508,mar-28,null,3794,BBVA
SURQUILLO,V&V,GERMANIA,412,P4-P18-X12,56.8,0,56.8,INTERNA,2,SOLES,390000,2026-12-27,NO,3158,FIDEICOMISO
SURQUILLO,FRONTERA,MARSANO 2669,1204,AX04-P (VIS),40.92,0,40.92,INTERNA,1,SOLES,288000,dic-28,null,2332,BBVA
SURQUILLO,VITAIN,NITOA 6,6605,TIPO-14,52.8,0,52.8,PENDIENTE,2,SOLES,447247,mar-28,null,3622,BBVA
SURQUILLO,VITAIN,NITOA 6,6604,TIPO-21,73.18,0,73.18,PENDIENTE,3,SOLES,619878,mar-28,null,5019,BBVA
SURQUILLO,AMMA,TORRE MARSANO 28,402,X02,51.66,0,51.66,EXTERNA,2,SOLES,393000,2026-02-28,SI,3182,BCP
